Airportname,Year,month,value
Ivanovo (Yuzhny),2014,11,12.31
Irkutsk,2014,11,826.96
Kazan,2014,11,273.74
Kemerovo,2014,11,613.36
Kogalym,2014,11,22.3
Komsomolsk-on-Amur,2014,11,179.9
Krasnodar (Paszkowski),2014,11,537.84
Krasnoyarsk (Emelyanovo),2014,11,1278.42
red,2014,11,1.99
Zabaykalsk,2014,11,73.04
Magadan (Falcon),2014,11,752.0
Mineral water,2014,11,183.7
Peaceful,2014,11,869.46
Moscow (Vnukovo),2014,11,3646.84
Moscow (Domodedovo),2014,11,14395.36
Moscow (Sheremetyevo),2014,11,19341.1
Murmansk,2014,11,129.1
Nadym,2014,11,46.11
Nizhnevartovsk,2014,11,434.8
Nizhny Novgorod (Strigino),2014,11,88.78
Nikolaevsk-on-Amur,2014,11,6.04
Novokuznetsk,2014,11,105.0
Novosibirsk (Tolmachyovo),2014,11,2134.9
New Urengoy,2014,11,282.4
Norilsk,2014,11,1217.5
Noyabrsk,2014,11,64.44
Omsk (central),2014,11,284.0
Orenburg (central),2014,11,96.8
Perm (Bolshoye Savino),2014,11,199.12
Petropavlovsk (Yelizovo),2014,11,997.66
Polar,2014,11,108.16
Rostov-on-Don,2014,11,423.0
Saint Petersburg (Pulkovo),2014,11,2037.0
Saratov (central),2014,11,40.0
Sochi,2014,11,148.01
Stavropol (Shpakovskoye),2014,11,67.0
Surgut,2014,11,324.0
Syktyvkar,2014,11,60.67
Tiksi,2014,11,24.4
Tomsk (Bogashevo),2014,11,164.68
Tyumen (Roschino),2014,11,395.0
Ufa,2014,11,281.65
Khabarovsk (MVL),2014,11,12.91
Khabarovsk (New),2014,11,2606.52
Khanty-Mansiysk,2014,11,67.97
Khatanga,2014,11,109.58
Chelyabinsk (Balandino),2014,11,223.01
Reads (tub),2014,11,223.71
Yuzhno-(Khomutovo),2014,11,1089.3
Yakutsk,2014,11,1382.08
Yamburg,2014,11,3.01
Yaroslavl (Tunoshna),2014,11,561.19
Abakan,2013,11,81.57
Anapa (Vitjazevo),2013,11,48.73
Arkhangelsk (Talagy),2013,11,368.8
Astrakhan (Narimanovo),2013,11,84.35
Novy Urengoy,2013,11,43.9
Blagoveshchensk,2013,11,228.9
Bugulma,2013,11,2.97
Vladivostok (Knevichi),2013,11,3117.9
Volgograd (Gumrak),2013,11,93.0
Vorkuta,2013,11,48.55
Voronezh (Chertovitskoe),2013,11,7.75
Ekaterinburg (Koltsovo),2013,11,2213.23
Ivanovo (Yuzhny),2013,11,0.0
Irkutsk,2013,11,1509.86
Kazan,2013,11,318.04
Kemerovo,2013,11,688.89
Kogalym,2013,11,62.8
Komsomolsk-on-Amur,2013,11,168.55
Krasnodar (Paszkowski),2013,11,619.46
Krasnoyarsk (Emelyanovo),2013,11,1433.91
red,2013,11,2.55
Zabaykalsk,2013,11,112.18
Magadan (Falcon),2013,11,782.0
Mineral water,2013,11,178.0
Peaceful,2013,11,1707.54
Moscow (Vnukovo),2013,11,4136.88
Moscow (Domodedovo),2013,11,15902.25
Moscow (Sheremetyevo),2013,11,21386.5
Murmansk,2013,11,145.1
Nadym,2013,11,55.38
Nizhnevartovsk,2013,11,574.9
Nizhny Novgorod (Strigino),2013,11,87.52
Nikolaevsk-on-Amur,2013,11,10.53
Novokuznetsk,2013,11,108.0
Novosibirsk (Tolmachyovo),2013,11,2489.5
New Urengoy,2013,11,238.3
Norilsk,2013,11,1334.84
Noyabrsk,2013,11,63.1
Omsk (central),2013,11,279.0
Orenburg (central),2013,11,103.32
Perm (Bolshoye Savino),2013,11,219.53
Petropavlovsk (Yelizovo),2013,11,903.24
Polar,2013,11,294.54
Rostov-on-Don,2013,11,500.0
Saint Petersburg (Pulkovo),2013,11,2628.0
Saratov (central),2013,11,59.5
Sochi,2013,11,368.2
Stavropol (Shpakovskoye),2013,11,91.0
Surgut,2013,11,411.2
Syktyvkar,2013,11,86.17
Tiksi,2013,11,26.5
Tomsk (Bogashevo),2013,11,192.0
Tyumen (Roschino),2013,11,455.4
Ufa,2013,11,316.25
Khabarovsk (MVL),2013,11,15.83
Khabarovsk (New),2013,11,3129.86
Khanty-Mansiysk,2013,11,88.39
Khatanga,2013,11,206.8
Chelyabinsk (Balandino),2013,11,259.16
Reads (tub),2013,11,212.01
Yuzhno-(Khomutovo),2013,11,954.4
Yakutsk,2013,11,1512.14
Yamburg,2013,11,1.68
Yaroslavl (Tunoshna),2013,11,729.4
Abakan,2012,11,64.38
Anapa (Vitjazevo),2012,11,35.95
Arkhangelsk (Talagy),2012,11,315.6
Astrakhan (Narimanovo),2012,11,82.45
Novy Urengoy,2012,11,61.1
Blagoveshchensk,2012,11,200.0
Bugulma,2012,11,1.03
Vladivostok (Knevichi),2012,11,2800.3
Volgograd (Gumrak),2012,11,93.0
Vorkuta,2012,11,67.96
Voronezh (Chertovitskoe),2012,11,15.94
Ekaterinburg (Koltsovo),2012,11,2325.7
Ivanovo (Yuzhny),2012,11,0.0
Irkutsk,2012,11,1552.28
Kazan,2012,11,483.38
Kemerovo,2012,11,677.47
Kogalym,2012,11,238.2
Komsomolsk-on-Amur,2012,11,120.63
Krasnodar (Paszkowski),2012,11,630.49
Krasnoyarsk (Emelyanovo),2012,11,1589.78
red,2012,11,8.46
Zabaykalsk,2012,11,51.6
Magadan (Falcon),2012,11,757.0
Mineral water,2012,11,208.0
Peaceful,2012,11,1638.97
Moscow (Vnukovo),2012,11,3796.46
Moscow (Domodedovo),2012,11,16005.64
Moscow (Sheremetyevo),2012,11,19266.2
Murmansk,2012,11,128.1
Nadym,2012,11,79.79
Nizhnevartovsk,2012,11,537.4
Nizhny Novgorod (Strigino),2012,11,116.8
Nikolaevsk-on-Amur,2012,11,21.73
Novokuznetsk,2012,11,108.0
Novosibirsk (Tolmachyovo),2012,11,2189.5
New Urengoy,2012,11,238.9
Norilsk,2012,11,1604.87
Noyabrsk,2012,11,64.5
Omsk (central),2012,11,266.0
Orenburg (central),2012,11,108.64
Perm (Bolshoye Savino),2012,11,246.29
Petropavlovsk (Yelizovo),2012,11,1115.21
Polar,2012,11,458.72
Rostov-on-Don,2012,11,574.9
Saint Petersburg (Pulkovo),2012,11,2574.0
Saratov (central),2012,11,54.5
Sochi,2012,11,202.0
Stavropol (Shpakovskoye),2012,11,89.0
Surgut,2012,11,394.6
Syktyvkar,2012,11,79.55
Tiksi,2012,11,12.2
Tomsk (Bogashevo),2012,11,193.0
Tyumen (Roschino),2012,11,471.6
Ufa,2012,11,301.95
Khabarovsk (MVL),2012,11,7.1
Khabarovsk (New),2012,11,2355.8
Khanty-Mansiysk,2012,11,85.12
Khatanga,2012,11,231.27
Chelyabinsk (Balandino),2012,11,233.26
Reads (tub),2012,11,181.53
Yuzhno-(Khomutovo),2012,11,1008.9
Yakutsk,2012,11,1435.8
Yamburg,2012,11,4.91
Yaroslavl (Tunoshna),2012,11,949.0
Abakan,2011,11,91.17
Anapa (Vitjazevo),2011,11,35.06
Arkhangelsk (Talagy),2011,11,302.2
Astrakhan (Narimanovo),2011,11,63.4
Novy Urengoy,2011,11,60.0
Blagoveshchensk,2011,11,185.4
Bugulma,2011,11,4.42
Vladivostok (Knevichi),2011,11,2524.6
Volgograd (Gumrak),2011,11,61.0
Vorkuta,2011,11,44.76
Voronezh (Chertovitskoe),2011,11,26.47
Ekaterinburg (Koltsovo),2011,11,2048.9
Ivanovo (Yuzhny),2011,11,130.96
Irkutsk,2011,11,1142.01
Kazan,2011,11,659.2
Kemerovo,2011,11,620.89
Kogalym,2011,11,217.0
Komsomolsk-on-Amur,2011,11,165.78
Krasnodar (Paszkowski),2011,11,735.03
Krasnoyarsk (Emelyanovo),2011,11,1554.32
red,2011,11,5.53
Zabaykalsk,2011,11,42.75
Magadan (Falcon),2011,11,489.0
Mineral water,2011,11,198.0
Peaceful,2011,11,1927.78
Moscow (Vnukovo),2011,11,3581.8
Moscow (Domodedovo),2011,11,15188.15
Moscow (Sheremetyevo),2011,11,27440.5
Murmansk,2011,11,119.3
Nadym,2011,11,63.84
Nizhnevartovsk,2011,11,476.2
Nizhny Novgorod (Strigino),2011,11,69.52
Nikolaevsk-on-Amur,2011,11,7.32
Novokuznetsk,2011,11,98.0
Novosibirsk (Tolmachyovo),2011,11,2003.3
New Urengoy,2011,11,207.4
Norilsk,2011,11,1677.06
Noyabrsk,2011,11,51.0
Omsk (central),2011,11,287.0
Orenburg (central),2011,11,87.06
Perm (Bolshoye Savino),2011,11,198.94
Petropavlovsk (Yelizovo),2011,11,1125.08
Polar,2011,11,26.98
Rostov-on-Don,2011,11,329.3
Saint Petersburg (Pulkovo),2011,11,2320.0
Saratov (central),2011,11,62.8
Sochi,2011,11,244.0
Stavropol (Shpakovskoye),2011,11,85.0
Surgut,2011,11,346.8
Syktyvkar,2011,11,69.51
Tiksi,2011,11,64.2
Tomsk (Bogashevo),2011,11,150.0
Tyumen (Roschino),2011,11,482.1
Ufa,2011,11,250.82
Khabarovsk (MVL),2011,11,15.51
Khabarovsk (New),2011,11,1956.27
Khanty-Mansiysk,2011,11,80.56
Khatanga,2011,11,206.53
Chelyabinsk (Balandino),2011,11,235.87
Reads (tub),2011,11,189.53
Yuzhno-(Khomutovo),2011,11,1207.2
Yakutsk,2011,11,1513.71
Yamburg,2011,11,5.5
Yaroslavl (Tunoshna),2011,11,1409.78
Abakan,2010,11,83.3
Anapa (Vitjazevo),2010,11,31.6
Arkhangelsk (Talagy),2010,11,353.9
Astrakhan (Narimanovo),2010,11,63.54
Novy Urengoy,2010,11,85.8
Blagoveshchensk,2010,11,145.4
Bugulma,2010,11,3.63
Vladivostok (Knevichi),2010,11,2623.3
Volgograd (Gumrak),2010,11,72.0
Vorkuta,2010,11,44.2
Voronezh (Chertovitskoe),2010,11,22.25
Ekaterinburg (Koltsovo),2010,11,2049.13
Ivanovo (Yuzhny),2010,11,24.0
Irkutsk,2010,11,1133.16
Kazan,2010,11,317.49
Kemerovo,2010,11,512.99
Kogalym,2010,11,91.0
Komsomolsk-on-Amur,2010,11,146.67
Krasnodar (Paszkowski),2010,11,630.0
Krasnoyarsk (Emelyanovo),2010,11,1271.83
red,2010,11,0.32
Zabaykalsk,2010,11,63.6
Magadan (Falcon),2010,11,360.0
Mineral water,2010,11,160.0
Peaceful,2010,11,1605.6
Moscow (Vnukovo),2010,11,3653.14
Moscow (Domodedovo),2010,11,14207.52
Moscow (Sheremetyevo),2010,11,25293.5
Murmansk,2010,11,92.2
Nadym,2010,11,76.25
Nizhnevartovsk,2010,11,589.4
Nizhny Novgorod (Strigino),2010,11,60.64
Nikolaevsk-on-Amur,2010,11,30.92
Novokuznetsk,2010,11,87.0
Novosibirsk (Tolmachyovo),2010,11,1618.8
New Urengoy,2010,11,188.1
Norilsk,2010,11,1475.37
Noyabrsk,2010,11,53.9
Omsk (central),2010,11,227.0
Orenburg (central),2010,11,65.76
Perm (Bolshoye Savino),2010,11,288.63
Petropavlovsk (Yelizovo),2010,11,1060.65
Polar,2010,11,153.3
Rostov-on-Don,2010,11,421.8
Saint Petersburg (Pulkovo),2010,11,1832.0
Saratov (central),2010,11,54.5
Sochi,2010,11,146.0
Stavropol (Shpakovskoye),2010,11,66.0
Surgut,2010,11,308.5
Syktyvkar,2010,11,71.77
Tiksi,2010,11,11.4
Tomsk (Bogashevo),2010,11,153.0
Tyumen (Roschino),2010,11,408.2
Ufa,2010,11,291.89
Khabarovsk (MVL),2010,11,14.47
Khabarovsk (New),2010,11,2431.88
Khanty-Mansiysk,2010,11,54.34
Khatanga,2010,11,171.97
Chelyabinsk (Balandino),2010,11,191.88
Reads (tub),2010,11,133.28
Yuzhno-(Khomutovo),2010,11,1450.5
Yakutsk,2010,11,1470.9
Yamburg,2010,11,3.36
Yaroslavl (Tunoshna),2010,11,885.9
Abakan,2009,11,182.2
Anapa (Vitjazevo),2009,11,28.43
Arkhangelsk (Talagy),2009,11,322.4
Astrakhan (Narimanovo),2009,11,48.37
Novy Urengoy,2009,11,79.6
Blagoveshchensk,2009,11,101.8
Bugulma,2009,11,1.43
Vladivostok (Knevichi),2009,11,2411.6
Volgograd (Gumrak),2009,11,70.0
Vorkuta,2009,11,46.66
Voronezh (Chertovitskoe),2009,11,14.66
Ekaterinburg (Koltsovo),2009,11,1476.31
Irkutsk,2009,11,1139.45
Kazan,2009,11,176.29
Kemerovo,2009,11,476.93
Kogalym,2009,11,320.9
Komsomolsk-on-Amur,2009,11,17.3
Krasnodar (Paszkowski),2009,11,474.0
Krasnoyarsk (Emelyanovo),2009,11,903.99
red,2009,11,1.16
Zabaykalsk,2009,11,75.7
Magadan (Falcon),2009,11,361.0
Mineral water,2009,11,183.0
Peaceful,2009,11,1459.9
Moscow (Vnukovo),2009,11,2745.83
Moscow (Domodedovo),2009,11,11679.1
Moscow (Sheremetyevo),2009,11,17989.9
Murmansk,2009,11,85.1
Nadym,2009,11,76.21
Nizhnevartovsk,2009,11,547.3
Nizhny Novgorod (Strigino),2009,11,80.91
Nikolaevsk-on-Amur,2009,11,65.6
Novokuznetsk,2009,11,72.0
Novosibirsk (Tolmachyovo),2009,11,1661.3
New Urengoy,2009,11,171.1
Norilsk,2009,11,1414.5
Noyabrsk,2009,11,61.6
Omsk (central),2009,11,234.0
Orenburg (central),2009,11,76.49
Perm (Bolshoye Savino),2009,11,178.94
Petropavlovsk (Yelizovo),2009,11,958.85
Polar,2009,11,306.3
Rostov-on-Don,2009,11,380.0
Saint Petersburg (Pulkovo),2009,11,1648.0
Saratov (central),2009,11,46.7
Sochi,2009,11,173.0
Stavropol (Shpakovskoye),2009,11,61.0
Surgut,2009,11,289.5
Syktyvkar,2009,11,51.27
Tiksi,2009,11,8.2
Tomsk (Bogashevo),2009,11,124.0
Tyumen (Roschino),2009,11,345.0
Ufa,2009,11,194.97
Khabarovsk (MVL),2009,11,12.39
Khabarovsk (New),2009,11,1991.35
Khanty-Mansiysk,2009,11,70.18
Khatanga,2009,11,141.1
Chelyabinsk (Balandino),2009,11,197.78
Reads (tub),2009,11,130.9
Yuzhno-(Khomutovo),2009,11,1421.5
Yakutsk,2009,11,1273.45
Yamburg,2009,11,9.94
Yaroslavl (Tunoshna),2009,11,1110.5
Abakan,2008,11,67.2
Anapa (Vitjazevo),2008,11,24.63
Arkhangelsk (Talagy),2008,11,360.5
Astrakhan (Narimanovo),2008,11,31.99
Novy Urengoy,2008,11,116.3
Blagoveshchensk,2008,11,98.7
Bugulma,2008,11,0.83
Vladivostok (Knevichi),2008,11,1662.0
Volgograd (Gumrak),2008,11,124.0
Vorkuta,2008,11,98.35
Voronezh (Chertovitskoe),2008,11,19.47
Ekaterinburg (Koltsovo),2008,11,1431.75
Irkutsk,2008,11,1148.0
Kazan,2008,11,254.09
Kemerovo,2008,11,146.2
Kogalym,2008,11,437.8
Komsomolsk-on-Amur,2008,11,4.1
Krasnodar (Paszkowski),2008,11,533.0
Krasnoyarsk (Emelyanovo),2008,11,1033.55
red,2008,11,1.31
Zabaykalsk,2008,11,79.0
Magadan (Falcon),2008,11,125.0
Mineral water,2008,11,174.0
Peaceful,2008,11,3997.3
Moscow (Vnukovo),2008,11,1960.22
Moscow (Domodedovo),2008,11,9523.73
Moscow (Sheremetyevo),2008,11,14942.7
Murmansk,2008,11,86.7
Nadym,2008,11,85.32
Nizhnevartovsk,2008,11,502.4
Nizhny Novgorod (Strigino),2008,11,56.63
Nikolaevsk-on-Amur,2008,11,37.32
Novokuznetsk,2008,11,129.0
Novosibirsk (Tolmachyovo),2008,11,1477.9
New Urengoy,2008,11,218.5
Norilsk,2008,11,1596.76
Noyabrsk,2008,11,74.7
Omsk (central),2008,11,288.0
Orenburg (central),2008,11,74.36
Perm (Bolshoye Savino),2008,11,181.26
Petropavlovsk (Yelizovo),2008,11,899.43
Polar,2008,11,443.7
Rostov-on-Don,2008,11,547.3
Saint Petersburg (Pulkovo),2008,11,2033.0
Saratov (central),2008,11,38.1
Sochi,2008,11,147.0
Stavropol (Shpakovskoye),2008,11,63.0
Surgut,2008,11,330.4
Syktyvkar,2008,11,56.18
Tiksi,2008,11,5.2
Tomsk (Bogashevo),2008,11,143.0
Tyumen (Roschino),2008,11,428.7
Ufa,2008,11,203.23
Khabarovsk (MVL),2008,11,27.0
Khabarovsk (New),2008,11,1077.85
Khanty-Mansiysk,2008,11,74.1
Khatanga,2008,11,76.4
Chelyabinsk (Balandino),2008,11,206.0
Reads (tub),2008,11,85.42
Yuzhno-(Khomutovo),2008,11,1335.9
Yakutsk,2008,11,1271.9
Yamburg,2008,11,5.09
Yaroslavl (Tunoshna),2008,11,1411.7
Abakan,2007,11,72.1
Anapa (Vitjazevo),2007,11,37.48
Arkhangelsk (Talagy),2007,11,600.5
Astrakhan (Narimanovo),2007,11,39.57
Novy Urengoy,2007,11,162.8
Blagoveshchensk,2007,11,157.4
Bugulma,2007,11,1.45
Vladivostok (Knevichi),2007,11,1658.1
Volgograd (Gumrak),2007,11,127.0
Vorkuta,2007,11,22.7
Voronezh (Chertovitskoe),2007,11,20.57
Ekaterinburg (Koltsovo),2007,11,1670.5
Irkutsk,2007,11,1581.0
Kazan,2007,11,469.25
Kemerovo,2007,11,153.25
Kogalym,2007,11,685.6
Komsomolsk-on-Amur,2007,11,118.5
Krasnodar (Paszkowski),2007,11,633.0
Krasnoyarsk (Emelyanovo),2007,11,2465.36
red,2007,11,2.41
Zabaykalsk,2007,11,162.9
Magadan (Falcon),2007,11,262.0
Mineral water,2007,11,288.0
Peaceful,2007,11,2611.0
Moscow (Vnukovo),2007,11,2066.34
Moscow (Domodedovo),2007,11,11926.05
Moscow (Sheremetyevo),2007,11,14990.8
Murmansk,2007,11,122.6
Nadym,2007,11,113.2
Nizhnevartovsk,2007,11,922.4
Nizhny Novgorod (Strigino),2007,11,33.93
Nikolaevsk-on-Amur,2007,11,68.0
Novokuznetsk,2007,11,121.0
Novosibirsk (Tolmachyovo),2007,11,1729.9
New Urengoy,2007,11,257.3
Norilsk,2007,11,2331.34
Noyabrsk,2007,11,95.4
Omsk (central),2007,11,328.0
Orenburg (central),2007,11,113.07
Perm (Bolshoye Savino),2007,11,299.51
Petropavlovsk (Yelizovo),2007,11,1059.75
Polar,2007,11,708.0
Rostov-on-Don,2007,11,544.0
Saint Petersburg (Pulkovo),2007,11,2325.0
Saratov (central),2007,11,44.4
Sochi,2007,11,153.0
Stavropol (Shpakovskoye),2007,11,89.0
Surgut,2007,11,408.6
Syktyvkar,2007,11,67.89
Tiksi,2007,11,9.9
Tomsk (Bogashevo),2007,11,182.0
Tyumen (Roschino),2007,11,510.8
Ufa,2007,11,429.16
Khabarovsk (MVL),2007,11,29.99
Khabarovsk (New),2007,11,1864.45
Khanty-Mansiysk,2007,11,106.6
Khatanga,2007,11,182.0
Chelyabinsk (Balandino),2007,11,281.83
Reads (tub),2007,11,228.84
Yuzhno-(Khomutovo),2007,11,1666.1
Yakutsk,2007,11,1488.0
Yamburg,2007,11,4.17
Yaroslavl (Tunoshna),2007,11,1822.6
Abakan,2020,12,0.0
Anapa (Vitjazevo),2020,12,0.0
Arkhangelsk (Talagy),2020,12,0.0
Astrakhan (Narimanovo),2020,12,0.0
Trip,2020,12,0.0
Barnaul (Titov Name),2020,12,0.0
Belgorod,2020,12,0.0
Novy Urengoy,2020,12,0.0
Blagoveshchensk (Ignatevo),2020,12,0.0
Bogorodskoe,2020,12,0.0
Bugulma,2020,12,0.0
Vladivostok (Knevichi),2020,12,0.0
Volgograd (Gumrak),2020,12,0.0
Vorkuta,2020,12,0.0
Voronezh (Chertovitskoe),2020,12,0.0
Ekaterinburg (Koltsovo),2020,12,0.0
Zeyskaya,2020,12,0.0
Ivanovo (Yuzhny),2020,12,0.0
Izhevsk,2020,12,0.0
Irkutsk,2020,12,0.0
Kazan,2020,12,0.0
Kaluga (Grabtsevo),2020,12,0.0
Kemerovo,2020,12,0.0
Keperveem,2020,12,0.0
Kirov (Pobedilovo),2020,12,0.0
Kogalym,2020,12,0.0
Komsomolsk-on-Amur,2020,12,0.0
Krasnodar (Paszkowski),2020,12,0.0
Krasnoyarsk,2020,12,0.0
Krasnoyarsk (Cheremshanka),2020,12,0.0
Kursk (Eastern),2020,12,0.0
red,2020,12,0.0
Zabaykalsk,2020,12,0.0
Magadan (Falcon),2020,12,0.0
Makhachkala (Uytash),2020,12,0.0
Mineral water,2020,12,0.0
Peaceful,2020,12,0.0
Moscow (Vnukovo),2020,12,0.0
Moscow (Domodedovo),2020,12,0.0
Moscow (Sheremetyevo),2020,12,0.0
Murmansk,2020,12,0.0
Nadym,2020,12,0.0
Nizhnevartovsk,2020,12,0.0
Kazan (Begiševo),2020,12,0.0
Nizhny Novgorod (Strigino),2020,12,0.0
Nikolaevsk-on-Amur,2020,12,0.0
Novokuznetsk (Spichenkovo),2020,12,0.0
Novosibirsk (Tolmachyovo),2020,12,0.0
New Urengoy,2020,12,0.0
Nogliki,2020,12,0.0
Norilsk,2020,12,0.0
Noyabrsk,2020,12,0.0
Omolon,2020,12,0.0
Omsk (central),2020,12,0.0
Omsukçan,2020,12,0.0
Orenburg (central),2020,12,0.0
Okha,2020,12,0.0
Okhotsk,2020,12,0.0
Penza,2020,12,0.0
Petropavlovsk (Yelizovo),2020,12,0.0
Polar,2020,12,0.0
Samara (Kurumoch),2020,12,0.0
Saint Petersburg (Pulkovo),2020,12,0.0
Saransk,2020,12,0.0
Sochi,2020,12,0.0
Stavropol (Shpakovskoye),2020,12,0.0
Strezhevoy,2020,12,0.0
Surgut,2020,12,0.0
Syktyvkar,2020,12,0.0
Tiksi,2020,12,0.0
Tomsk (Bogashevo),2020,12,0.0
Ust-Tsilma,2020,12,0.0
Tyumen (Roschino),2020,12,0.0
Ulyanovsk (Barataevka),2020,12,0.0
Ulyanovsk (East),2020,12,0.0
Ufa,2020,12,0.0
Khabarovsk (New),2020,12,0.0
Khanty-Mansiysk,2020,12,0.0
Khatanga,2020,12,0.0
Herpuchi,2020,12,0.0
Cheboksary,2020,12,0.0
Chelyabinsk (Balandino),2020,12,0.0
Reads (tub),2020,12,0.0
Çumikan,2020,12,0.0
Shakhtars'k,2020,12,0.0
Yuzhno-(Khomutovo),2020,12,0.0
Yakutsk,2020,12,0.0
Yamburg,2020,12,0.0
Yaroslavl (Tunoshna),2020,12,0.0
Abakan,2019,12,89.8
Anapa (Vitjazevo),2019,12,82.1
Arkhangelsk (Talagy),2019,12,307.1
Astrakhan (Narimanovo),2019,12,99.16
Trip,2019,12,1.54
Barnaul (Titov Name),2019,12,309.6
Belgorod,2019,12,7.83
Novy Urengoy,2019,12,12.3
Blagoveshchensk (Ignatevo),2019,12,289.4
Bogorodskoe,2019,12,1.2
Bugulma,2019,12,1.97
Vladivostok (Knevichi),2019,12,2206.11
Volgograd (Gumrak),2019,12,95.0
Vorkuta,2019,12,1.54
Voronezh (Chertovitskoe),2019,12,26.76
Ekaterinburg (Koltsovo),2019,12,1673.96
Zeyskaya,2019,12,0.51
Ivanovo (Yuzhny),2019,12,31.29
Irkutsk,2019,12,851.02
Kaluga (Grabtsevo),2019,12,2.21
Kemerovo,2019,12,155.12
Keperveem,2019,12,190.0
Kirov (Pobedilovo),2019,12,11.2
Kogalym,2019,12,5.68
Komsomolsk-on-Amur,2019,12,234.9
Krasnodar (Paszkowski),2019,12,639.68
Krasnoyarsk,2019,12,1570.68
Krasnoyarsk (Cheremshanka),2019,12,87.77
Kursk (Eastern),2019,12,0.2
red,2019,12,1.82
Zabaykalsk,2019,12,28.49
Magadan (Falcon),2019,12,929.0
Makhachkala (Uytash),2019,12,294.1
Mineral water,2019,12,161.39
Peaceful,2019,12,599.46
Moscow (Vnukovo),2019,12,5313.91
Moscow (Domodedovo),2019,12,10468.84
Moscow (Sheremetyevo),2019,12,32533.8
Murmansk,2019,12,211.67
Nadym,2019,12,33.49
Nizhnevartovsk,2019,12,191.2
Kazan (Begiševo),2019,12,53.81
Nizhny Novgorod (Strigino),2019,12,130.57
Nikolaevsk-on-Amur,2019,12,3.47
Novokuznetsk (Spichenkovo),2019,12,119.1
Novosibirsk (Tolmachyovo),2019,12,2742.4
New Urengoy,2019,12,353.94
Nogliki,2019,12,3.76
Norilsk,2019,12,1202.5
Noyabrsk,2019,12,58.27
Omolon,2019,12,18.0
Omsk (central),2019,12,388.0
Omsukçan,2019,12,19.47
Orenburg (central),2019,12,134.74
Okha,2019,12,5.31
Okhotsk,2019,12,112.09
Penza,2019,12,0.82
Petropavlovsk (Yelizovo),2019,12,885.49
Pauline Osipenko,2019,12,0.0
Polar,2019,12,116.17
Samara (Kurumoch),2019,12,306.81
Saint Petersburg (Pulkovo),2019,12,2585.0
Saransk,2019,12,1.0
Saratov (central),2019,12,0.0
Sochi,2019,12,248.14
Stavropol (Shpakovskoye),2019,12,82.0
Strezhevoy,2019,12,2.9
Surgut,2019,12,320.78
Syktyvkar,2019,12,63.74
Tiksi,2019,12,99.91
Tomsk (Bogashevo),2019,12,212.46
Ust-Tsilma,2019,12,0.0
Tyumen (Roschino),2019,12,369.0
Ulyanovsk (Barataevka),2019,12,26.88
Ulyanovsk (East),2019,12,281.0
Ufa,2019,12,423.33
Khabarovsk (MVL),2019,12,0.0
Khabarovsk (New),2019,12,1951.01
Khanty-Mansiysk,2019,12,63.06
Khatanga,2019,12,164.23
Herpuchi,2019,12,0.49
Cheboksary,2019,12,3.9
Chelyabinsk (Balandino),2019,12,333.55
Reads (tub),2019,12,245.59
Çumikan,2019,12,3.89
Shakhtars'k,2019,12,0.04
Shushenskoe,2019,12,0.0
Ekimçan,2019,12,0.0
Yuzhno-(Khomutovo),2019,12,1024.39
Yakutsk,2019,12,1256.78
Yamburg,2019,12,0.36
Yaroslavl (Tunoshna),2019,12,0.0
Abakan,2018,12,98.93
Anapa (Vitjazevo),2018,12,74.47
Arkhangelsk (Talagy),2018,12,256.51
Astrakhan (Narimanovo),2018,12,90.84
Trip,2018,12,5.2
Barnaul (Titov Name),2018,12,277.0
Belgorod,2018,12,6.34
Novy Urengoy,2018,12,14.7
Blagoveshchensk,2018,12,341.7
Bogorodskoe,2018,12,0.07
Bugulma,2018,12,1.15
Vladivostok (Knevichi),2018,12,2635.39
Volgograd (Gumrak),2018,12,101.0
Vorkuta,2018,12,12.62
Voronezh (Chertovitskoe),2018,12,22.04
Ekaterinburg (Koltsovo),2018,12,1707.16
Zeyskaya,2018,12,0.97
Ivanovo (Yuzhny),2018,12,42.87
Irkutsk,2018,12,911.71
Kaluga,2018,12,0.67
Kemerovo,2018,12,136.72
Keperveem,2018,12,204.0
Kogalym,2018,12,8.05
Komsomolsk-on-Amur,2018,12,285.19
Krasnodar (Paszkowski),2018,12,571.34
Krasnoyarsk (Emelyanovo),2018,12,1709.24
Kursk (Eastern),2018,12,0.3
red,2018,12,1.2
Zabaykalsk,2018,12,45.08
Magadan (Falcon),2018,12,731.0
Makhachkala (Uytash),2018,12,140.2
Mineral water,2018,12,196.86
Peaceful,2018,12,728.2
Moscow (Vnukovo),2018,12,5509.7
Moscow (Domodedovo),2018,12,11629.81
Moscow (Sheremetyevo),2018,12,28025.3
Murmansk,2018,12,195.25
Nadym,2018,12,40.94
Nizhnevartovsk,2018,12,251.1
Nizhny Novgorod (Strigino),2018,12,89.68
Nikolaevsk-on-Amur,2018,12,5.23
Novokuznetsk,2018,12,112.9
Novosibirsk (Tolmachyovo),2018,12,2460.6
New Urengoy,2018,12,380.91
Nogliki,2018,12,3.93
Norilsk,2018,12,1061.6
Noyabrsk,2018,12,60.76
Omolon,2018,12,18.0
Omsk (central),2018,12,342.0
Omsukçan,2018,12,7.93
Orenburg (central),2018,12,122.21
Okha,2018,12,7.35
Okhotsk,2018,12,121.06
Perm (Bolshoye Savino),2018,12,235.19
